0.117452	0.0303932	0.0018756	0.000572617	-0.0237834	-0.0819792	-0.228644	-0.384709	-0.480992	-0.384709	-0.228644	-0.0819792	-0.0237834	0.000572617	0.0018756	0.0303932	0.0117472	0.0104716	0.0079395	0.00538797	0.0034312	0.00219315	0.00150728	0.0011831	0.00109373	0.00116289	0.00134373	0.00165783	0.00229266	0.00369027	0.00644298	0.0100624	
0.0287188	0.115778	0.0316485	0.00952318	0.0162622	-0.0103761	-0.084188	-0.250873	-0.386383	-0.429741	-0.316421	-0.18873	-0.0830372	-0.0380862	-0.0120607	-0.00348726	0.0117866	0.0121112	0.00950475	0.00637665	0.00404881	0.00262519	0.00182847	0.00141901	0.00124297	0.00119441	0.00120968	0.00131392	0.00165876	0.00257211	0.00464586	0.00826916	
0.0138809	0.0453282	0.129457	0.049541	0.033137	0.0436457	0.0103507	-0.0705083	-0.216639	-0.302741	-0.311096	-0.226192	-0.143092	-0.0690059	-0.0289941	0.00161904	0.0111041	0.0132666	0.0115656	0.0082702	0.00555744	0.00381203	0.00276221	0.00214595	0.00178248	0.00153542	0.00134562	0.00126793	0.00143388	0.00208015	0.00369382	0.00689179	
0.002597	0.013222	0.0395601	0.119476	0.0425887	0.0274568	0.0336648	-0.00667727	-0.0799548	-0.185031	-0.236173	-0.242865	-0.19499	-0.142207	-0.0789868	-0.0343873	0.00859274	0.0112905	0.0116268	0.00992654	0.00780886	0.00609409	0.00480707	0.00381731	0.00300992	0.00229826	0.00171856	0.00138585	0.00137746	0.00180798	0.00297679	0.00529781	
-0.0267056	0.0150145	0.0182096	0.0376422	0.11453	0.0376422	0.0182096	0.0150145	-0.0267056	-0.0842849	-0.158019	-0.199937	-0.221852	-0.199937	-0.158019	-0.0842849	0.00534162	0.00705738	0.00832799	0.00896403	0.00912071	0.00896403	0.00832799	0.00705738	0.00534162	0.00360366	0.00229619	0.00158514	0.00137238	0.00158514	0.00229619	0.00360366	
-0.0711871	0.00209043	0.0424325	0.0362245	0.0513564	0.128244	0.0483278	0.0219897	0.0113647	-0.0256196	-0.0702191	-0.133439	-0.186222	-0.234098	-0.227405	-0.176263	0.00300992	0.00381731	0.00480707	0.00609409	0.00780886	0.00992654	0.0116268	0.0112905	0.00859274	0.00529781	0.00297679	0.00180798	0.00137746	0.00138585	0.00171856	0.00229826	
-0.224359	-0.0782284	0.00263065	0.0359256	0.0254169	0.0418209	0.121737	0.0376081	0.00616079	-0.00610105	-0.0367141	-0.076726	-0.150812	-0.233912	-0.318816	-0.310461	0.00178248	0.00214595	0.00276221	0.00381203	0.00555744	0.0082702	0.0115656	0.0132666	0.0111041	0.00689179	0.00369382	0.00208015	0.00143388	0.00126793	0.00134562	0.00153542	
-0.388404	-0.252893	-0.0862083	-0.0123964	0.0142419	0.0075029	0.0296282	0.113757	0.0266985	-0.00550754	-0.014081	-0.0401064	-0.0850575	-0.19075	-0.318441	-0.431761	0.00124297	0.00141901	0.00182847	0.00262519	0.00404881	0.00637665	0.00950475	0.0121112	0.0117866	0.00826916	0.00464586	0.00257211	0.00165876	0.00131392	0.00120968	0.00119441	
-0.472023	-0.37574	-0.219675	-0.0730105	-0.0148147	0.00954134	0.0108443	0.039362	0.126421	0.039362	0.0108443	0.00954134	-0.0148147	-0.0730105	-0.219675	-0.37574	0.00109373	0.0011831	0.00150728	0.00219315	0.0034312	0.00538797	0.0079395	0.0104716	0.0117472	0.0100624	0.00644298	0.00369027	0.00229266	0.00165783	0.00134373	0.00116289	
-0.378084	-0.421442	-0.308122	-0.180431	-0.074738	-0.029787	-0.00376151	0.00481191	0.037018	0.124077	0.0399477	0.0178223	0.0245613	-0.00207694	-0.0758888	-0.242574	0.00124297	0.00126971	0.0015815	0.00228383	0.00350836	0.00525238	0.00726023	0.00940421	0.0117866	0.0129515	0.0103704	0.00647785	0.00396896	0.00265439	0.00191074	0.00145842	
-0.23261	-0.318712	-0.327067	-0.242163	-0.159063	-0.0849769	-0.0449651	-0.014352	-0.00209016	0.0293572	0.113486	0.03357	0.017166	0.0276747	-0.00562029	-0.0864793	0.00178248	0.0017076	0.00204958	0.00286396	0.00415189	0.00562119	0.00690038	0.0083455	0.0111041	0.0158405	0.018417	0.0139872	0.00869216	0.00539949	0.00344606	0.00231464	
-0.07521	-0.180286	-0.231428	-0.238121	-0.190245	-0.137462	-0.074242	-0.0296425	0.00734179	0.0179668	0.0443049	0.124221	0.0473335	0.0322016	0.0384096	-0.00193249	0.00300992	0.00267667	0.00302972	0.00394098	0.00508672	0.00583347	0.00605145	0.00655557	0.00859274	0.01416	0.0254511	0.0325281	0.0231362	0.013341	0.00743071	0.00435025	
-0.0149437	-0.072523	-0.146257	-0.188175	-0.21009	-0.188175	-0.146257	-0.072523	-0.0149437	0.0267763	0.0299714	0.049404	0.126292	0.049404	0.0299714	0.0267763	0.00534162	0.00437302	0.00452978	0.00519226	0.00557931	0.00519226	0.00452978	0.00437302	0.00534162	0.00853941	0.01656	0.0332147	0.0485951	0.0332147	0.01656	0.00853941	
-0.00315392	-0.0401383	-0.0847377	-0.147957	-0.200741	-0.248616	-0.241924	-0.190782	-0.0857057	-0.0124282	0.0279139	0.0217059	0.0368378	0.113726	0.0338092	0.00747108	0.00859274	0.00655557	0.00605145	0.00583347	0.00508672	0.00394098	0.00302972	0.00267667	0.00300992	0.00435025	0.00743071	0.013341	0.0231362	0.0325281	0.0254511	0.01416	
0.00630662	-0.00595521	-0.0365683	-0.0765802	-0.150666	-0.233766	-0.31867	-0.310315	-0.224213	-0.0780825	0.00277648	0.0360715	0.0255628	0.0419668	0.121883	0.037754	0.0111041	0.0083455	0.00690038	0.00562119	0.00415189	0.00286396	0.00204958	0.0017076	0.00178248	0.00231464	0.00344606	0.00539949	0.00869216	0.0139872	0.018417	0.0158405	
0.041087	0.00888091	0.000307487	-0.025718	-0.070669	-0.176362	-0.304053	-0.417373	-0.374015	-0.238505	-0.0718198	0.00199206	0.0286303	0.0218913	0.0440167	0.128146	0.0117866	0.00940421	0.00726023	0.00525238	0.00350836	0.00228383	0.0015815	0.00126971	0.00124297	0.00145842	0.00191074	0.00265439	0.00396896	0.00647785	0.0103704	0.0129515	
0.0117472	0.0117866	0.0111041	0.00859274	0.00534162	0.00300992	0.00178248	0.00124297	0.00109373	0.00124297	0.00178248	0.00300992	0.00534162	0.00859274	0.0111041	0.0117866	0.183431	0.0774163	0.0521825	-0.0144694	-0.0187217	-0.0316782	-0.0118073	-0.0465727	-0.00841392	-0.0656384	-0.0399163	-0.042285	0.0367087	0.015867	0.0595652	0.0667401	
0.0104716	0.0121112	0.0132666	0.0112905	0.00705738	0.00381731	0.00214595	0.00141901	0.0011831	0.00126971	0.0017076	0.00267667	0.00437302	0.00655557	0.0083455	0.00940421	0.0822495	0.178598	0.0998071	0.00722752	0.000771349	-0.0179436	0.00190758	-0.0386484	-0.00347906	-0.069108	-0.0474973	-0.058384	0.0191006	-0.00788452	0.0366671	0.0190559	
